"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
3543,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Cyprinus","carpio","Common carp",47,NA,NA,NA
3544,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Danio","rerio","Zebra danio or zebrafish",5.5,NA,NA,NA
3545,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Exoglossum","laurae","Tonguetied minnow",4,NA,NA,NA
3546,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Exoglossum","maxillingua","Cutlip minnow",2,NA,NA,NA
3547,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila","orcuttii","Arroyo chub",4,NA,NA,NA
3548,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila","robusta","Roundtail chub",8,NA,NA,NA
3549,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gobio","gobio","Gudgeon",8,NA,NA,NA
3550,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Labeo","altivelis","Rednose labeo",9,NA,NA,NA
3551,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Labeo","rohita","Rohu",10,NA,NA,NA
3552,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Labeobarbus","aeneus","Smallmouth yellowfish",12,NA,NA,NA
3553,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Lepidomeda","mollispinis","Virgin spinedace",3,NA,NA,NA
3554,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leucaspius","delineatus","Belica",2,NA,NA,NA
3555,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus","cephalus","European chub",22,NA,NA,NA
3556,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus","idus","Ide",29.8,NA,NA,NA
3557,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus","leuciscus","Common dace",16,NA,NA,NA
3558,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Luxilus","chrysocephalus","Striped shiner",4,NA,NA,NA
3559,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Luxilus","coccogenis","Warpaint shiner",5,NA,NA,NA
3560,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Luxilus","cornutus","Common shiner",4,NA,NA,NA
3561,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Luxilus","zonatus","Bleeding shiner",3,NA,NA,NA
3562,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Lythrurus","roseipinnis","Cherryfin shiner",1,NA,NA,NA
3563,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Lythrurus","umbratilis","Redfin shiner",3,NA,NA,NA
3564,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Macrhybopsis","aestivalis","Speckled chub",NA,NA,NA,NA
3565,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Margariscus","margarita","Pearl dace",4,NA,NA,NA
3566,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis","biguttatus","Horneyhead chub",4,NA,NA,NA
3567,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis","leptocephalus","Bluehead chub",4,NA,NA,NA
3568,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis","micropogon","River chub",5,NA,NA,NA
3569,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis","raneyi","Bull chub",5,NA,NA,NA
3570,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notemigonus","crysoleucas","Golden shiner",9,NA,NA,NA
3571,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","albizonatus","Palezone shiner",3,NA,NA,NA
3572,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","anogenus","Pugnose shiner",3,NA,NA,NA
3573,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","atherinoides","Emerald shiner",4,NA,NA,NA
3574,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","baileyi","Rough shiner",4,NA,NA,NA
3575,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","blennius","River shiner",4,NA,NA,NA
3576,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","buccatus","Silverjaw minnow",3,NA,NA,NA
3577,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","buchanani","Ghost shiner",2,NA,NA,NA
3578,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","candidus","Silverside shiner",2,NA,NA,NA
3579,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","heterodon","Blackchin shiner",3,NA,NA,NA
3580,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","heterolepis","Blacknose shiner",NA,NA,NA,NA
3581,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","hudsonius","Spottail shiner",5,NA,NA,NA
3582,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","maculatus","Taillight shiner",NA,NA,NA,NA
3583,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","nubilus","Ozark minnow",4,NA,NA,NA
3584,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","perpallidus","Peppered shiner",4,NA,NA,NA
3585,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","petersoni","Coastal shiner",4,NA,NA,NA
3586,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","procne","Swallowtail shiner",3,NA,NA,NA
3587,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","rubellus","Rosyface shiner",3,NA,NA,NA
3588,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","rubricroceus","Saffron shiner",5,NA,NA,NA
3589,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","semperasper","Roughhead shiner",4,NA,NA,NA
3590,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","stramineus","Sand shiner",3,NA,NA,NA
3591,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","texanus","Weed shiner",3,NA,NA,NA
3592,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","topeka","Topeka shiner",3,NA,NA,NA
3593,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis","volucellus","Mimic shiner",2,NA,NA,NA
3594,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Oreoleuciscus","humilis","Dwarf altai osman",15,NA,NA,NA
3595,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Oreoleuciscus","potanini","Altai osman",40,NA,NA,NA
3596,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pelecus","cultratus","Ziege",11,NA,NA,NA
3597,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Phenacobius","crassilabrum","Fatlips minnow",3,NA,NA,NA
3598,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Phenacobius","mirabilis","Suckermouth minnow",3,NA,NA,NA
3599,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Phoxinus","phoxinus","Minnow",13,NA,NA,NA
3600,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pimephales","notatus","Bluntnose minnow",5,NA,NA,NA
3601,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pimephales","promelas","Fathead minnow",2,NA,NA,NA
3602,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Plagopterus","argentissimus","Woundfin",4,NA,NA,NA
3603,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pseudobarbus","burchelli","Burchell's redfin",6,NA,NA,NA
3604,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pteronotropis","hubbsi","Bluehead shiner",2,NA,NA,NA
3605,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ptychocheilus","lucius","Colorado pikeminnow",12,NA,NA,NA
3606,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Relictus","solitarius","Relict dace",5,NA,NA,NA
3607,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys","atratulus","Blacknose dace",4,NA,NA,NA
3608,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys","cataractae","Longnose dace",5,NA,NA,NA
3609,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys","cobitis","Loach minnow",5,NA,NA,NA
3610,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhodeus","sericeus","Bitterling",5,NA,NA,NA
3611,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Richardsonius","egregius","Lahontan redside",5,NA,NA,NA
3612,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rutilus","frisii","Kutum",12,NA,NA,NA
3613,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rutilus","rutilus","Roach",14,NA,NA,NA
3614,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Scardinius","erythrophthalmus","Pearl roach",19,NA,NA,NA
3615,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Semotilus","atromaculatus","Creek chub",8,NA,NA,NA
3616,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Austrolebias","adloffi","Annual fish",3.7,NA,NA,NA
3617,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Austrolebias","bellottii","Argentine pearlfish",3,NA,NA,NA
3618,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Austrolebias","nigripinnis","Blackfin pearlfish",1,NA,NA,NA
3620,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","furzeri","Turquoise killifish",1.1,NA,NA,NA
3621,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","guentheri","Gunther's nothobranch",2.3,NA,NA,NA
3622,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","kilomberoensis","Kilombero",0.8,NA,NA,NA
3623,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","korthausae","Korthaus' killifish",1.6,NA,NA,NA
3624,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","kuhntae","Beira killifish",1.2,NA,NA,NA
3625,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Aplocheilidae","Nothobranchius","rachovii","Bluefin notho",1.5,NA,NA,NA
3626,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","macularius","Desert pupfish",2,NA,NA,NA
3627,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","radiosus","Owens pupfish",2,NA,NA,NA
3628,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","tularosa","White sands pupfish",5,NA,NA,NA
3629,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","catenatus","Northern studfish",5,NA,NA,NA
3630,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","parvipinnis","California killifish",3,NA,NA,NA
3631,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","seminolis","Seminole killifish",2,NA,NA,NA
3632,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","zebrinus","Plains killifish",3,NA,NA,NA
3633,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Leptolucania","ommata","Pygmy killifish",2,NA,NA,NA
3634,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Lucania","goodei","Bluefin killifish",2,NA,NA,NA
3635,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","affinis","Mosquitofish",3,NA,NA,NA
3636,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Poecilia","reticulata","Guppy",5,NA,NA,NA
3637,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Poeciliopsis","occidentalis","Gila topminnow",1,NA,NA,NA
3638,"Animalia","Chordata","Teleostei","Elopiformes","Megalopidae","Megalops","atlanticus","Tarpon",55,NA,NA,NA
3639,"Animalia","Chordata","Teleostei","Elopiformes","Megalopidae","Megalops","cyprinoides","Oxeye",44,NA,NA,NA
3640,"Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","lucius","Northern pike",30,NA,NA,NA
3641,"Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","masquinongy","Muskellunge",30,NA,NA,NA
3642,"Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","niger","Chain pickerel",9,NA,NA,NA
3643,"Animalia","Chordata","Teleostei","Esociformes","Umbridae","Dallia","pectoralis","Alaska blackfish",8,NA,NA,NA
3644,"Animalia","Chordata","Teleostei","Esociformes","Umbridae","Umbra","limi","Central mudminnow",4,NA,NA,NA
3645,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Boreogadus","saida","Arctic cod",7,NA,NA,NA
3646,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Brosme","brosme","Cusk",20,NA,NA,NA
3647,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Ciliata","mustela","Fivebeard rockling",3,NA,NA,NA
3648,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Eleginus","gracilis","Saffron cod",12,NA,NA,NA
3649,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Enchelyopus","cimbrius","Fourbeard rockling",9,NA,NA,NA
3650,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadiculus","argenteus","Silvery pout",3,NA,NA,NA
3651,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","chalcogrammus","Alaska pollock",15,NA,NA,NA
3652,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","macrocephalus","Pacific cod",18,NA,NA,NA
3653,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","morhua","Atlantic cod",25,NA,NA,NA
3654,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","ogac","Greenland cod",12,NA,NA,NA
3655,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Lota","lota","Burbot",20,NA,NA,NA
3656,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Haddock",20,NA,NA,NA
3657,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius","merlangus","English whiting",20,NA,NA,NA
3658,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius","poutassou","Blue whiting",20,NA,NA,NA
3659,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Molva","dypterygia","Blue ling",25,NA,NA,NA
3660,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Molva","macrophthalma","Mediterranean ling",20,NA,NA,NA
3661,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Phycis","blennoides","Greater forkbeard",20,NA,NA,NA
3662,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius","pollachius","European pollock",8,NA,NA,NA
3663,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius","virens","Pollock",25,NA,NA,NA
3664,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus","esmarkii","Norway pout",5,NA,NA,NA
3665,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus","luscus","Pout whiting",4,NA,NA,NA
3666,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis","tenuis","Mud hake",23,NA,NA,NA
3667,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Albatrossia","pectoralis","Giant grenadier",56,NA,NA,NA
3668,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","acrolepis","Roughscale rattail",73,NA,NA,NA
3669,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","rupestris","Rock grenadier",54,NA,NA,NA
3670,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Macrourus","berglax","Onion-eye grenadier",25,NA,NA,NA
3671,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Macrourus","carinatus","Ridge scaled rattail",19,NA,NA,NA
3672,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Macruronus","novaezelandiae","Blue grenadier",25,NA,NA,NA
3673,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","australis","Southern hake",30,NA,NA,NA
3674,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","bilinearis","Silver hake",12,NA,NA,NA
3675,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","gayi","Chilean hake",13,NA,NA,NA
3676,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","merluccius","European hake",20,NA,NA,NA
3677,"Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","productus","North pacific hake",15,NA,NA,NA
3678,"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Apeltes","quadracus","Fourspine stickleback",3,NA,NA,NA
3679,"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Culaea","inconstans","Brook stickleback",2,NA,NA,NA
3680,"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Gasterosteus","aculeatus","Alaskan stickleback",8,NA,NA,NA
3681,"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Pungitius","pungitius","Ninespine stickleback",5,NA,NA,NA
3682,"Animalia","Chordata","Teleostei","Gasterosteiformes","Hypoptychidae","Hypoptychus","dybowskii","Korean sandeel",1,NA,NA,NA
3683,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","erectus","Hudson sea horse",4.7,NA,NA,NA
3684,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","guttulatus","Sea horse",6,NA,NA,NA
3685,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","whitei","White's seahorse",5,NA,NA,NA
3686,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","zosterae","Dwarf seahorse",1,NA,NA,NA
3687,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus","scovelli","Gulf pipefish",3,NA,NA,NA
3688,"Animalia","Chordata","Teleostei","Gonorynchiformes","Chanidae","Chanos","chanos","Milkfish",15,NA,NA,NA
3689,"Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Kneria","auriculata","Airbreathing shellear",3,NA,NA,NA
3690,"Animalia","Chordata","Teleostei","Gymnotiformes","Electrophoridae","Electrophorus","electricus","Electric eel",12.6,NA,NA,NA
3691,"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","americanus","Goosefish",30,NA,NA,NA
3692,"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","budegassa","Black-bellied angler",21,NA,NA,NA
3693,"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","piscatorius","Anglerfish",24,NA,NA,NA
3694,"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","vomerinus","Cape monk",11,NA,NA,NA
3695,"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Aldrichetta","forsteri","Yellow-eye mullet",7,NA,NA,NA
3696,"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","labrosus","Thicklipped mullet",25,NA,NA,NA
3697,"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Liza","ramado","Thinlip mullet",10,NA,NA,NA
3698,"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","cephalus","Striped mullet",16,NA,NA,NA
3699,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","glaciale","Glacier lanterfish",8,NA,NA,NA
3700,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Electrona","risso","Chubby flashlightfish",1,NA,NA,NA
3701,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctodes","hectoris","Hector's lanternfish",3,NA,NA,NA
3702,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","leucopsarus","Northern lampfish",8,NA,NA,NA
3703,"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Genypterus","blacodes","Australian rockling",30,NA,NA,NA
3704,"Animalia","Chordata","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus","bairdii","Baird's smoothhead",38,NA,NA,NA
3705,"Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae","Argentina","elongata","Silverside",16,NA,NA,NA
3706,"Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae","Argentina","silus","Atlantic argentine",35,NA,NA,NA
3707,"Animalia","Chordata","Teleostei","Osmeriformes","Galaxiidae","Galaxiella","nigrostriata","Black-stripe minnow",1,NA,NA,NA
3708,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","olidus","Pond smelt",5,NA,NA,NA
3709,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","pretiosus","Surf smelt",5,NA,NA,NA
3710,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","villosus","Capelin",10,NA,NA,NA
3711,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","eperlanus","Smelt",10,NA,NA,NA
3712,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","mordax","Rainbow smelt",7,NA,NA,NA
3713,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Plecoglossus","altivelis","Ayu",3,NA,NA,NA
3714,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Spirinchus","thaleichthys","Longfin smelt",3,NA,NA,NA
3715,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Thaleichthys","pacificus","Eulachon",5,NA,NA,NA
3716,"Animalia","Chordata","Teleostei","Osmeriformes","Retropinnidae","Prototroctes","maraena","Australian grayling",6,NA,NA,NA
3717,"Animalia","Chordata","Teleostei","Osmeriformes","Retropinnidae","Retropinna","semoni","Australian smelt",2,NA,NA,NA
3718,"Animalia","Chordata","Teleostei","Osteoglossiformes","Hiodontidae","Hiodon","alosoides","Goldeye",14,NA,NA,NA
3719,"Animalia","Chordata","Teleostei","Osteoglossiformes","Hiodontidae","Hiodon","tergisus","Mooneye",10,NA,NA,NA
3720,"Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Mormyrus","rume","Mormyrids",6,NA,NA,NA
3721,"Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Pollimyrus","isidori","Mormyrid",29,NA,NA,NA
3722,"Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Xenomystus","nigri","African knifefish",11.4,NA,NA,NA
3723,"Animalia","Chordata","Teleostei","Osteoglossiformes","Osteoglossidae","Osteoglossum","bicirrhosum","Arawana",6.5,NA,NA,NA
3724,"Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","hexapterus","Pacific sand lance",8,NA,NA,NA
3725,"Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","marinus","Sand eel",10,NA,NA,NA
3726,"Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","tobianus","Lesser sand eel",7,NA,NA,NA
3727,"Animalia","Chordata","Teleostei","Perciformes","Anabantidae","Anabas","testudineus","Climbing perch",8,NA,NA,NA
3728,"Animalia","Chordata","Teleostei","Perciformes","Anabantidae","Ctenopoma","kingsleyae","Miss Kingsley's climbing perch",8.7,NA,NA,NA
3729,"Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","georgianus","Australian ruff",7,NA,NA,NA
3730,"Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","trutta","Australian salmon",26,NA,NA,NA
3731,"Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","truttacea","Western Australian salmon",9,NA,NA,NA
3732,"Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Lipophrys","pholis","Shanny",10,NA,NA,NA
3733,"Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Omobranchus","punctatus","Muzzled blenny",4,NA,NA,NA
3734,"Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Parablennius","gattorugine","Tompot blenny",5,NA,NA,NA
3735,"Animalia","Chordata","Teleostei","Perciformes","Bramidae","Brama","brama","Atlantic pomfret",9,NA,NA,NA
3736,"Animalia","Chordata","Teleostei","Perciformes","Bramidae","Taractichthys","steindachneri","Sickle pomfret",8,NA,NA,NA
3737,"Animalia","Chordata","Teleostei","Perciformes","Callionymidae","Callionymus","lyra","European dragonet",7,NA,NA,NA
3738,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Caranx","crysos","Blue runner",11,NA,NA,NA
3739,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Pseudocaranx","dentex","White trevally",49,NA,NA,NA
3740,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","declivis","Greenback horse mackerel",25,NA,NA,NA
3741,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","japonicus","Japanese jack mackerel",NA,NA,NA,NA
3742,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","murphyi","Inca scad",16,NA,NA,NA
3743,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","novaezelandiae","Yellowtail horse mackerel",25,NA,NA,NA
3744,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","symmetricus","Jack mackerel",30,NA,NA,NA
3745,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Acantharchus","pomotis","Mud sunfish",8,NA,NA,NA
3746,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Ambloplites","rupestris","Rock bass",18,NA,NA,NA
3747,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Archoplites","interruptus","Sacramento perch",6,NA,NA,NA
3748,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Centrarchus","macropterus","Flier",5,NA,NA,NA
3749,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","auritus","Redbreast sunfish",8,NA,NA,NA
3750,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","cyanellus","Green sunfish",9,NA,NA,NA
3751,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","macrochirus","Bluegill",10,NA,NA,NA
3752,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","marginatus","Dollar sunfish",6,NA,NA,NA
3753,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","megalotis","Longear sunfish",6,NA,NA,NA
3754,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","microlophus","Redear sunfish",7,NA,NA,NA
3755,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","symmetricus","Bantam sunfish",3,NA,NA,NA
