"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
3756,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","dolomieu","Smallmouth bass",26,NA,NA,NA
3757,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","punctulatus","Spotted bass",7,NA,NA,NA
3758,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","salmoides","Largemouth bass",23,NA,NA,NA
3759,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Pomoxis","annularis","White crappie",10,NA,NA,NA
3760,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Pomoxis","nigromaculatus","Black crappie",15,NA,NA,NA
3761,"Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Hyperoglyphe","antarctica","Antarctic butterfish",15,NA,NA,NA
3762,"Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Seriolella","brama","Whario",15,NA,NA,NA
3763,"Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Seriolella","porosa","Silver warehou",15,NA,NA,NA
3764,"Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","undecimalis","Common snook",7,NA,NA,NA
3765,"Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Lates","niloticus","Snook",7.8,NA,NA,NA
3766,"Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Chaetodon","lineolatus","Lined butterflyfish",10,NA,NA,NA
3767,"Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Chelmon","rostratus","Longnosed butterflyfish",10,NA,NA,NA
3768,"Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Forcipiger","flavissimus","Longnose butterflyfish",18,NA,NA,NA
3769,"Animalia","Chordata","Teleostei","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Brownbanded morwong",59,NA,NA,NA
3770,"Animalia","Chordata","Teleostei","Perciformes","Cheilodactylidae","Nemadactylus","macropterus","Tarakihi",50,NA,NA,NA
3771,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Cichlasoma","bimaculatum","Black acara",20,NA,NA,NA
3772,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Cichlasoma","facetum","Chanchito",10,NA,NA,NA
3773,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Herichthys","cyanoguttatum","Rio Grande cichlid",5,NA,NA,NA
3774,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","andersonii","Three spotted tilapia",13,NA,NA,NA
3775,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","esculentus","Singida tilapia",10,NA,NA,NA
3776,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","mortimeri","Kariba tilapia",8,NA,NA,NA
3777,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","mossambicus","Mozambique mouth-breeder",11,NA,NA,NA
3778,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","niloticus","Nile tilapia",9,NA,NA,NA
3779,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Pseudocrenilabrus","philander","Southern mouthbrooder",5,NA,NA,NA
3780,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Sargochromis","codringtonii","Green happy",7,NA,NA,NA
3781,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Sargochromis","giardi","Pink happy",7,NA,NA,NA
3782,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","angusticeps","Thinface cichlid",9,NA,NA,NA
3783,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","carlottae","Rainbow happy",6,NA,NA,NA
3784,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","macrocephalus","Purpleface largemouth",6,NA,NA,NA
3785,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Tilapia","rendalli","Redbreast tilapia",7,NA,NA,NA
3786,"Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Tilapia","zillii","Redbelly tilapia",7,NA,NA,NA
3787,"Animalia","Chordata","Teleostei","Perciformes","Coryphaenidae","Coryphaena","equiselis","Pompano dolphin",4,NA,NA,NA
3788,"Animalia","Chordata","Teleostei","Perciformes","Coryphaenidae","Coryphaena","hippurus","Common dolphinfish",4,NA,NA,NA
3789,"Animalia","Chordata","Teleostei","Perciformes","Elassomatidae","Elassoma","zonatum","Banded pygmy sunfish",3,NA,NA,NA
3790,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Amphistichus","argenteus","Barred surfperch",9,NA,NA,NA
3791,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata","Shiner perch",8,NA,NA,NA
3792,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Embiotoca","jacksoni","Black perch",10,NA,NA,NA
3793,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Silver surfperch",7,NA,NA,NA
3794,"Animalia","Chordata","Teleostei","Perciformes","Epigonidae","Epigonus","telescopus","Telescope cardinal",104,NA,NA,NA
3795,"Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Rexea","brevilineata","Short-lined escolar",15,NA,NA,NA
3796,"Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Rexea","solandri","Silver gemfish",16,NA,NA,NA
3797,"Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Thyrsites","atun","Atun",10,NA,NA,NA
3798,"Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gastrocyathus","gracilis","New Zealand slender clingfish",4,NA,NA,NA
3799,"Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gastroscyphus","hectoris","Hector's clingfish",4,NA,NA,NA
3800,"Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Haplocylix","littoreus","Giant clingfish",6,NA,NA,NA
3801,"Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Trachelochismus","melobesia","Striped clingfish",4,NA,NA,NA
3802,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Clevelandia","ios","Arrow goby",3,NA,NA,NA
3803,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Crystallogobius","linearis","Crystal goby",1,NA,NA,NA
3804,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Eucyclogobius","newberryi","Tidewater goby",1,NA,NA,NA
3805,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Eviota","sigillata","Pygmy goby",0.16,NA,NA,NA
3806,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobiosoma","robustum","Code goby",1,NA,NA,NA
3807,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobius","niger","Black goby",5,NA,NA,NA
3808,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobius","paganellus","Rock goby",10,NA,NA,NA
3809,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobiusculus","flavescens","Twospotted goby",2,NA,NA,NA
3810,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lebetus","scorpioides","Diminutive goby",2,NA,NA,NA
3811,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lepidogobius","lepidus","Bay goby",7,NA,NA,NA
3812,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lesueurigobius","friesii","Fries' goby",11,NA,NA,NA
3813,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Neogobius","melanostomus","Round goby",4,NA,NA,NA
3814,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","lozanoi","Lozano's goby",2,NA,NA,NA
3815,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","marmoratus","Marbled goby",2,NA,NA,NA
3816,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","minutus","Freckled goby",3,NA,NA,NA
3817,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","pictus","Painted goby",2,NA,NA,NA
3818,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Thorogobius","ephippiatus","Leopard-spotted goby",9,NA,NA,NA
3819,"Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Haemulon","sciurus","Bluestriped grunt",12,NA,NA,NA
3820,"Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Orthopristis","chrysoptera","Pigfish",4,NA,NA,NA
3821,"Animalia","Chordata","Teleostei","Perciformes","Harpagiferidae","Harpagifer","antarcticus","Antarctic spiny plunderfish",9,NA,NA,NA
3822,"Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Istiophorus","platypterus","Atlantic sailfish",13,NA,NA,NA
3823,"Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Makaira","nigricans","Black spearfish",28,NA,NA,NA
3824,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Centrolabrus","exoletus","Rock cook",6,NA,NA,NA
3825,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Ctenolabrus","rupestris","Goldsinny wrasse",8,NA,NA,NA
3826,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Labroides","dimidiatus","Cleaner fish",4,NA,NA,NA
3827,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Labrus","bergylta","Ballan wrasse",29,NA,NA,NA
3828,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Labrus","merula","Brown wrasse",17,NA,NA,NA
3829,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Notolabrus","celidotus","Spotty",7,NA,NA,NA
3830,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Semicossyphus","pulcher","California sheephead",53,NA,NA,NA
3831,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Symphodus","melops","Corkwing wrasse",9,NA,NA,NA
3832,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautoga","onitis","Tautog",34,NA,NA,NA
3833,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautogolabrus","adspersus","Cunner",6,NA,NA,NA
3834,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","bifasciatum","Bluehead",3,NA,NA,NA
3835,"Animalia","Chordata","Teleostei","Perciformes","Latridae","Latridopsis","ciliaris","Bastard trumpeter",33,NA,NA,NA
3836,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","atkinsoni","Pacific yellowtail emperor",24,NA,NA,NA
3837,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","genivittatus","Lancer",7,NA,NA,NA
3838,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","harak","Blackspot emperor",15,NA,NA,NA
3839,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","lentjan","Pig-face bream",19,NA,NA,NA
3840,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","mahsena","Sky emperor",27,NA,NA,NA
3841,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","miniatus","Lipper",22,NA,NA,NA
3842,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","nebulosus","Blue emperor",27,NA,NA,NA
3843,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","obsoletus","Orange-striped emperor",14,NA,NA,NA
3844,"Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","variegatus","Slender emperor",15,NA,NA,NA
3845,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Aprion","virescens","Blue-gray snapper",21,NA,NA,NA
3846,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","adetii","Hussar",40,NA,NA,NA
3847,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","analis","Mutton snapper",29,NA,NA,NA
3848,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","argentimaculatus","Mangrove jack",18,NA,NA,NA
3849,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","bohar","Red bass",13,NA,NA,NA
3850,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","campechanus","Northern red snapper",57,NA,NA,NA
3851,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","carponotatus","Spanish flag snapper",20,NA,NA,NA
3852,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","erythropterus","Crimson snapper",8,NA,NA,NA
3853,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","fulviflamma","Black spot snapper",23,NA,NA,NA
3854,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","gibbus","Humpback red snapper",18,NA,NA,NA
3855,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","lutjanus","Bigeye snapper",11,NA,NA,NA
3856,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","malabaricus","Malabar blood snapper",31,NA,NA,NA
3857,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","peru","Pacific red snapper",7.2,NA,NA,NA
3858,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","purpureus","Caribbean red snapper",18,NA,NA,NA
3859,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","quinquelineatus","Blue-banded sea perch",31,NA,NA,NA
3860,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","sanguineus","Saddletailed sea perch",13,NA,NA,NA
3861,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","sebae","Emperor snapper",35,NA,NA,NA
3862,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","synagris","Lane snapper",10,NA,NA,NA
3863,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","vitta","Blackstriped snapper",12,NA,NA,NA
3864,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Ocyurus","chrysurus","Yellowtail snapper",14,NA,NA,NA
3865,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","filamentosus","Crimson jobfish",18,NA,NA,NA
3866,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","multidens","Goldbanded jobfish",30,NA,NA,NA
3867,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","typus","Sharptooth jobfish",11,NA,NA,NA
3868,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Rhomboplites","aurorubens","Vermilion snapper",10,NA,NA,NA
3869,"Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Branchiostegus","japonicus","Red tilefish",12,NA,NA,NA
3870,"Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Caulolatilus","microps","Blueline tilefish",15,NA,NA,NA
3871,"Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Caulolatilus","princeps","Ocean whitefish",13,NA,NA,NA
3872,"Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Lopholatilus","chamaeleonticeps","Blue tilefish",35,NA,NA,NA
3873,"Animalia","Chordata","Teleostei","Perciformes","Moronidae","Dicentrarchus","labrax","European seabass",15,NA,NA,NA
3874,"Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","americana","White perch",7,NA,NA,NA
3875,"Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","chrysops","White bass",9,NA,NA,NA
3876,"Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","mississippiensis","Yellow bass",6,NA,NA,NA
3877,"Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","saxatilis","Striped bass",30,NA,NA,NA
3878,"Animalia","Chordata","Teleostei","Perciformes","Mullidae","Mullus","surmuletus","Red mullet",10,NA,NA,NA
3879,"Animalia","Chordata","Teleostei","Perciformes","Mullidae","Upeneus","moluccensis","Goldband goatfish",5,NA,NA,NA
3880,"Animalia","Chordata","Teleostei","Perciformes","Nemipteridae","Nemipterus","japonicus","Japanese threadfin-bream",8,NA,NA,NA
3881,"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Dissostichus","mawsoni","Antarctic toothfish",31,NA,NA,NA
3882,"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Lepidonotothen","squamifrons","Grey rockcod",19,NA,NA,NA
3883,"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Notothenia","rossii","Marbled rockcod",16,NA,NA,NA
3884,"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Pleuragramma","antarcticum","Antarctic silverfish",20,NA,NA,NA
3885,"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Trematomus","bernacchii","Emerald rockcod",10,NA,NA,NA
3886,"Animalia","Chordata","Teleostei","Perciformes","Osphronemidae","Betta","splendens","Siamese fighting fish",2,NA,NA,NA
3887,"Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Maccullochella","peelii","Murray cod",48,NA,NA,NA
3888,"Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Macquaria","ambigua","Golden perch",20,NA,NA,NA
3889,"Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Macquaria","novemaculeata","Australian bass",22,NA,NA,NA
3890,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Ammocrypta","clara","Western sand darter",3,NA,NA,NA
3891,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Crystallaria","asprella","Crystal darter",3,NA,NA,NA
3892,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","acuticeps","Sharphead darter",3,NA,NA,NA
3893,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","asprigene","Mud darter",3,NA,NA,NA
3894,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","barbouri","Teardrop darter",2,NA,NA,NA
3895,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","blennioides","Greenside darter",5,NA,NA,NA
3896,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","blennius","Blenny darter",3,NA,NA,NA
3897,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","caeruleum","Rainbow darter",3,NA,NA,NA
3898,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","collettei","Creole darter",3,NA,NA,NA
3899,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","coosae","Coosa darter",3,NA,NA,NA
3900,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","cragini","Arkansas darter",3,NA,NA,NA
3901,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","ditrema","Coldwater darter",2,NA,NA,NA
3902,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","exile","Iowa darter",3,NA,NA,NA
3903,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","flabellare","Fantail darter",4,NA,NA,NA
3904,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","fusiforme","Swamp darter",2,NA,NA,NA
3905,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","gracile","Slough darter",4,NA,NA,NA
3906,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","juliae","Yoke darter",3,NA,NA,NA
3907,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","kennicotti","Stripetail darter",3,NA,NA,NA
3908,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","longimanum","Longfin darter",3,NA,NA,NA
3909,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","microperca","Least darter",2,NA,NA,NA
3910,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","moorei","Yellowcheek darter",4,NA,NA,NA
3911,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","nianguae","Niangua darter",4,NA,NA,NA
3912,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","nigrum","Johnny darter",4,NA,NA,NA
3913,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","okaloosae","Okaloosa darter",8,NA,NA,NA
3914,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","olivaceum","Dirty darter",2,NA,NA,NA
3915,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","olmstedi","Tessellated darter",4,NA,NA,NA
3916,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","pallididorsum","Paleback darter",2,NA,NA,NA
3917,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","proeliare","Cypress darter",2,NA,NA,NA
3918,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","punctulatum","Stippled darter",4,NA,NA,NA
3919,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","radiosum","Orangebelly darter",4,NA,NA,NA
